country_dest,country_origin,total
India,Zambia,705
Iran (Islamic Republic of),Afghanistan,2372090
Iran (Islamic Republic of),Armenia,2504
Iran (Islamic Republic of),Azerbaijan,12128
Iran (Islamic Republic of),Iraq,86387
Iran (Islamic Republic of),Pakistan,28689
Iran (Islamic Republic of),Turkey,2472
Iran (Islamic Republic of),Turkmenistan,4950
Maldives,Australia,78
Maldives,Austria,19
Maldives,Bangladesh,39774
Maldives,Bonaire, Sint Eustatius and Saba,70
Maldives,Egypt,29
Maldives,France,97
Maldives,Germany,233
Maldives,India,19348
Maldives,Italy,285
Maldives,Japan,111
Maldives,Lebanon,10
Maldives,Malaysia,78
Maldives,New Zealand,21
Maldives,Pakistan,133
Maldives,Philippines,1018
Maldives,Singapore,70
Maldives,Sri Lanka,7770
Maldives,Sweden,24
Maldives,Switzerland,97
Maldives,Thailand,111
Maldives,United Kingdom of Great Britain and Northern Ireland,138
Maldives,United States of America,57
Nepal,Bangladesh,243
Nepal,Bhutan,73598
Nepal,China,20920
Nepal,India,459935
Nepal,Pakistan,1292
Nepal,Sri Lanka,41
Pakistan,Afghanistan,1908909
Pakistan,China,338
Pakistan,India,2023077
Pakistan,Indonesia,413
Pakistan,Iran (Islamic Republic of),2345
Pakistan,Iraq,287
Pakistan,Myanmar,2479
Pakistan,Sri Lanka,663
Sri Lanka,Afghanistan,129
Sri Lanka,Australia,465
Sri Lanka,Bahrain,393
Sri Lanka,Bangladesh,658
Sri Lanka,Bhutan,229
Sri Lanka,Bonaire, Sint Eustatius and Saba,247
Sri Lanka,China,2312
Sri Lanka,Cyprus,247
Sri Lanka,Egypt,128
Sri Lanka,Finland,61
Sri Lanka,France,294
Sri Lanka,Germany,547
Sri Lanka,Greece,89
Sri Lanka,Haiti,38
Sri Lanka,India,10529
Sri Lanka,Indonesia,317
Sri Lanka,Iran (Islamic Republic of),103
Sri Lanka,Iraq,40
Sri Lanka,Israel,55
Sri Lanka,Italy,5236
Sri Lanka,Japan,828
Sri Lanka,Jordan,271
Sri Lanka,Kuwait,1711
Sri Lanka,Lebanon,723
Sri Lanka,Libya,40
Sri Lanka,Malaysia,901
Sri Lanka,Maldives,1474
Sri Lanka,Nepal,337
Sri Lanka,New Zealand,110
Sri Lanka,Norway,116
Sri Lanka,Oman,325
Sri Lanka,Pakistan,809
Sri Lanka,Portugal,13
Sri Lanka,Qatar,270
Sri Lanka,Republic of Korea,596
Sri Lanka,Russian Federation,147
Sri Lanka,Saudi Arabia,1280
Sri Lanka,Seychelles,26
Sri Lanka,Singapore,597
Sri Lanka,South Africa,257
Sri Lanka,Spain,36
Sri Lanka,Sweden,127
Sri Lanka,Switzerland,284
Sri Lanka,Syrian Arab Republic,73
Sri Lanka,Thailand,271
Sri Lanka,Turkey,45
Sri Lanka,United Arab Emirates,1645
Sri Lanka,United Kingdom of Great Britain and Northern Ireland,1163
Sri Lanka,United States of America,598
Armenia,Azerbaijan,142156
Armenia,Belarus,410
Armenia,Georgia,25767
Armenia,Germany,422
Armenia,Greece,1143
Armenia,Iran (Islamic Republic of),6172
Armenia,Kazakhstan,503
Armenia,Lebanon,722
Armenia,Russian Federation,11216
Armenia,Syrian Arab Republic,2062
Armenia,Turkey,1250
Armenia,Turkmenistan,525
Armenia,Ukraine,1657
Armenia,Uzbekistan,736
Azerbaijan,Afghanistan,195
Azerbaijan,Armenia,155685
Azerbaijan,Belarus,481
Azerbaijan,Estonia,509
Azerbaijan,Georgia,53614
Azerbaijan,Germany,299
Azerbaijan,Iran (Islamic Republic of),1604
Azerbaijan,Kazakhstan,3797
Azerbaijan,Kyrgyzstan,2680
Azerbaijan,Republic of Moldova,297
Azerbaijan,Russian Federation,30151
Azerbaijan,Tajikistan,261
Azerbaijan,Turkey,2224
Azerbaijan,Turkmenistan,1808
Azerbaijan,Ukraine,2953
Azerbaijan,Uzbekistan,17853
Bahrain,Afghanistan,613
Bahrain,Bangladesh,81920
Bahrain,Chad,401
Bahrain,Egypt,67374
Bahrain,Eritrea,1448
Bahrain,Ethiopia,826
Bahrain,France,1361
Bahrain,India,259915
Bahrain,Indonesia,23845
Bahrain,Jordan,12651
Bahrain,Kuwait,5054
Bahrain,Lebanon,3142
Bahrain,Morocco,669
Bahrain,Nepal,2095
Bahrain,Netherlands,236
Bahrain,Nigeria,1179
Bahrain,Pakistan,74535
Bahrain,Philippines,42281
Bahrain,Qatar,201
Bahrain,Saudi Arabia,492
Bahrain,Somalia,727
Bahrain,South Sudan,1190
Bahrain,Sri Lanka,9019
Bahrain,State of Palestine,4364
Bahrain,Sudan,9955
Bahrain,Syrian Arab Republic,3954
Bahrain,Thailand,960
Bahrain,Tunisia,440
Bahrain,Turkey,2853
Bahrain,United Arab Emirates,5663
Bahrain,United Kingdom of Great Britain and Northern Ireland,2181
Bahrain,United States of America,1169
Bahrain,Yemen,15381
Cyprus,Afghanistan,10
Cyprus,Albania,296
Cyprus,Algeria,38
Cyprus,American Samoa,0
Cyprus,Argentina,89
Cyprus,Armenia,1254
Cyprus,Australia,3180
Cyprus,Austria,378
Cyprus,Azerbaijan,38
Cyprus,Bahamas,0
Cyprus,Bahrain,115
Cyprus,Bangladesh,694
Cyprus,Belarus,362
Cyprus,Belgium,279
Cyprus,Belize,0
Cyprus,Benin,10
Cyprus,Bermuda,0
Cyprus,Bolivia (Plurinational State of),12
Cyprus,Botswana,73
Cyprus,Brazil,10
Cyprus,British Virgin Islands,63
Cyprus,Bulgaria,5
Cyprus,Burkina Faso,6569
Cyprus,Cambodia,5
Cyprus,Canada,0
Cyprus,Cabo Verde,61
Cyprus,Bonaire, Sint Eustatius and Saba,1606
Cyprus,Central African Republic,16
Cyprus,Chile,51
Cyprus,China,1708
Cyprus,Colombia,134
Cyprus,Costa Rica,5
Cyprus,Croatia,89
Cyprus,Cuba,38
Cyprus,Czech Republic,720
Cyprus,Democratic People's Republic of Korea,35
Cyprus,Democratic Republic of the Congo,730
Cyprus,Denmark,180
Cyprus,Djibouti,5
Cyprus,Dominica,0
Cyprus,Dominican Republic,12
Cyprus,Ecuador,10
Cyprus,Egypt,5533
Cyprus,El Salvador,12
Cyprus,Eritrea,5
Cyprus,Estonia,30
Cyprus,Ethiopia,86
Cyprus,Fiji,5
Cyprus,Finland,528
Cyprus,France,978
Cyprus,French Guiana,0
Cyprus,Georgia,16310
Cyprus,Germany,2772
Cyprus,Ghana,89
Cyprus,Gibraltar,5
Cyprus,Greece,25300
Cyprus,Guatemala,0
Cyprus,Guinea,0
Cyprus,Haiti,5
Cyprus,Honduras,5
Cyprus,Hungary,368
Cyprus,Iceland,35
Cyprus,India,2934
Cyprus,Indonesia,185
Cyprus,Iran (Islamic Republic of),1284
Cyprus,Iraq,335
Cyprus,Ireland,828
Cyprus,Israel,408
Cyprus,Italy,514
Cyprus,Jamaica,16
Cyprus,Japan,89
Cyprus,Jordan,471
Cyprus,Kazakhstan,253
Cyprus,Kenya,89
Cyprus,Kuwait,249
Cyprus,Kyrgyzstan,26
Cyprus,Lao People's Democratic Republic,5
Cyprus,Latvia,175
Cyprus,Lebanon,2938
Cyprus,Libya,244
Cyprus,Lithuania,99
Cyprus,Luxembourg,12
Cyprus,Madagascar,10
Cyprus,Malawi,10
Cyprus,Malaysia,48
Cyprus,Malta,35
Cyprus,Martinique,0
Cyprus,Mauritius,12
Cyprus,Mexico,68
Cyprus,Morocco,68
Cyprus,Mozambique,12
Cyprus,Myanmar,48
Cyprus,Namibia,5
Cyprus,Nepal,61
Cyprus,Netherlands,514
Cyprus,New Zealand,99
Cyprus,Nicaragua,12
Cyprus,Niger,10
Cyprus,Nigeria,326
Cyprus,Norway,213
Cyprus,Oman,68
Cyprus,Pakistan,554
Cyprus,Panama,21
Cyprus,Paraguay,10
Cyprus,Peru,35
Cyprus,Philippines,7690
Cyprus,Poland,755
Cyprus,Portugal,68
Cyprus,Puerto Rico,5
Cyprus,Qatar,12
Cyprus,Republic of Korea,10
Cyprus,Republic of Moldova,1004
Cyprus,Romania,5771
Cyprus,Russian Federation,13876
Cyprus,Rwanda,0
Cyprus,Saint Vincent and the Grenadines,0
Cyprus,Saudi Arabia,249
Cyprus,Senegal,10
Cyprus,Serbia,2703
Cyprus,Seychelles,10
Cyprus,Sierra Leone,5
Cyprus,Singapore,35
Cyprus,Slovakia,145
Cyprus,Slovenia,16
Cyprus,Somalia,12
Cyprus,South Africa,5300
Cyprus,Spain,167
Cyprus,Sri Lanka,10539
Cyprus,State of Palestine,387
Cyprus,Sudan,554
Cyprus,Suriname,5
Cyprus,Sweden,973
Cyprus,Switzerland,403
Cyprus,Syrian Arab Republic,3476
Cyprus,Tajikistan,10
Cyprus,Thailand,279
Cyprus,The former Yugoslav Republic of Macedonia,21
Cyprus,Trinidad and Tobago,16
Cyprus,Tunisia,38
Cyprus,Turkey,653
Cyprus,Turkmenistan,12
Cyprus,Uganda,21
Cyprus,Ukraine,3496
Cyprus,United Arab Emirates,162
Cyprus,United Kingdom of Great Britain and Northern Ireland,38844
Cyprus,United Republic of Tanzania,155
Cyprus,United States of America,3393
Cyprus,Uruguay,5
Cyprus,Uzbekistan,78
Cyprus,Venezuela (Bolivarian Republic of),68
Cyprus,Viet Nam,68
Cyprus,Yemen,16
Cyprus,Zambia,145
Cyprus,Zimbabwe,326
Georgia,Armenia,2137
Georgia,Azerbaijan,4200
Georgia,Belarus,8929
Georgia,China,246
Georgia,Democratic People's Republic of Korea,1596
Georgia,Estonia,515
Georgia,Germany,1635
Georgia,Kazakhstan,11617
Georgia,Kyrgyzstan,1856
Georgia,Latvia,812
Georgia,Lithuania,2377
Georgia,Poland,2885
Georgia,Republic of Korea,211
Georgia,Republic of Moldova,2389
Georgia,Romania,432
Georgia,Russian Federation,100314
Georgia,Tajikistan,1980
Georgia,Turkey,944
Georgia,Turkmenistan,899
Georgia,Ukraine,24030
Georgia,Uzbekistan,8245
Iraq,Afghanistan,311
Iraq,Egypt,14326
Iraq,Eritrea,804
Iraq,India,231
Iraq,Iran (Islamic Republic of),17568
Iraq,Jordan,10309
Iraq,Kuwait,399
Iraq,Lebanon,1518
Iraq,Mauritania,199
Iraq,Morocco,584
Iraq,Pakistan,680
Iraq,Russian Federation,272
Iraq,Saudi Arabia,672
Iraq,Somalia,413
Iraq,South Sudan,294
Iraq,State of Palestine,12956
Iraq,Sudan,3782
Iraq,Syrian Arab Republic,6180
Iraq,Tunisia,311
Iraq,Turkey,17502
Iraq,United Arab Emirates,287
Iraq,Yemen,1996
Israel,Afghanistan,2462
Israel,Algeria,44292
Israel,Argentina,38148
Israel,Australia,3167
Israel,Austria,4910
Israel,Azerbaijan,13118
Israel,Belarus,22417
Israel,Belgium,5811
Israel,British Virgin Islands,8661
Israel,Burkina Faso,16128
Israel,Bonaire, Sint Eustatius and Saba,7885
Israel,Chile,3283
Israel,China,582
Israel,Colombia,2678
Israel,Denmark,1858
Israel,Egypt,20459
Israel,Ethiopia,78029
Israel,Finland,299
Israel,France,40576
Israel,Georgia,9034
Israel,Germany,22937
Israel,Greece,2991
Israel,Hungary,12115
Israel,India,18389
Israel,Iran (Islamic Republic of),50732
Israel,Iraq,65732
Israel,Italy,5066
Israel,Kazakhstan,13218
Israel,Kyrgyzstan,2442
Israel,Latvia,3812
Israel,Lebanon,6043
Israel,Libya,16748
Israel,Lithuania,3751
Israel,Mexico,2522
Israel,Morocco,158158
Israel,Netherlands,4955
Israel,Peru,2366
Israel,Poland,57485
Israel,Republic of Moldova,10580
Israel,Romania,100528
Israel,Russian Federation,111148
Israel,South Africa,11365
Israel,Spain,1833
Israel,Sweden,667
Israel,Switzerland,3736
Israel,Syrian Arab Republic,9195
Israel,Tajikistan,1828
Israel,Tunisia,22828
Israel,Turkey,27111
Israel,Turkmenistan,2231
Israel,Ukraine,131007
Israel,United Kingdom of Great Britain and Northern Ireland,21205
Israel,United States of America,76680
Israel,Uruguay,6184
Israel,Uzbekistan,21638
Israel,Venezuela (Bolivarian Republic of),362
Israel,Yemen,29931
Jordan,Afghanistan,142
Jordan,Algeria,774
Jordan,Armenia,59
Jordan,Australia,563
Jordan,Austria,262
Jordan,Bahrain,958
Jordan,Bangladesh,26192
Jordan,Belgium,164
Jordan,Botswana,137
Jordan,British Virgin Islands,238
Jordan,Bulgaria,57
Jordan,Burkina Faso,113
Jordan,Bonaire, Sint Eustatius and Saba,735
Jordan,Chad,59
Jordan,China,20878
Jordan,China, Hong Kong Special Administrative Region,87
Jordan,Colombia,57
Jordan,Croatia,59
Jordan,Cyprus,297
Jordan,Czech Republic,55
Jordan,Democratic People's Republic of Korea,190
Jordan,Denmark,113
Jordan,Egypt,135994
Jordan,Eritrea,168
Jordan,Ethiopia,172
Jordan,France,890
Jordan,Germany,1614
Jordan,Ghana,61
Jordan,Greece,140
Jordan,Hungary,1322
Jordan,India,13319
Jordan,Indonesia,23478
Jordan,Iran (Islamic Republic of),214
Jordan,Iraq,475782
Jordan,Ireland,118
Jordan,Israel,3539
Jordan,Italy,696
Jordan,Japan,233
Jordan,Kazakhstan,46
Jordan,Kuwait,1695
Jordan,Lebanon,4143
Jordan,Libya,2195
Jordan,Malaysia,639
Jordan,Mauritania,155
Jordan,Morocco,1348
Jordan,Myanmar,55
Jordan,Nepal,410
Jordan,Netherlands,449
Jordan,New Zealand,144
Jordan,Nigeria,59
Jordan,Norway,98
Jordan,Oman,1435
Jordan,Pakistan,7335
Jordan,Philippines,8661
Jordan,Poland,183
Jordan,Qatar,504
Jordan,Republic of Korea,214
Jordan,Republic of Moldova,83
Jordan,Romania,611
Jordan,Russian Federation,1344
Jordan,Saudi Arabia,11346
Jordan,Serbia,131
Jordan,Slovakia,52
Jordan,Somalia,170
Jordan,South Africa,131
Jordan,South Sudan,624
Jordan,Spain,687
Jordan,Sri Lanka,28134
Jordan,State of Palestine,1760396
Jordan,Sudan,5066
Jordan,Sweden,203
Jordan,Switzerland,449
Jordan,Syrian Arab Republic,149685
Jordan,Thailand,233
Jordan,The former Yugoslav Republic of Macedonia,199
Jordan,Tunisia,585
Jordan,Turkey,2312
Jordan,Ukraine,892
Jordan,United Arab Emirates,471
Jordan,United Kingdom of Great Britain and Northern Ireland,1822
Jordan,United States of America,5899
Jordan,Venezuela (Bolivarian Republic of),70
Jordan,Yemen,5367
Kuwait,Afghanistan,1743
Kuwait,Bahrain,847
Kuwait,Bangladesh,257626
Kuwait,Chad,1136
Kuwait,Egypt,168272
Kuwait,Eritrea,4114
Kuwait,Ethiopia,2897
Kuwait,France,2353
Kuwait,India,674184
Kuwait,Indonesia,75801
Kuwait,Jordan,33444
Kuwait,Lebanon,5897
Kuwait,Morocco,2083
Kuwait,Nepal,1850
Kuwait,Netherlands,778
Kuwait,Nigeria,1515
Kuwait,Pakistan,225431
Kuwait,Philippines,112782
Kuwait,Qatar,223
Kuwait,Saudi Arabia,1713
Kuwait,Somalia,2758
Kuwait,South Sudan,0
Kuwait,Sri Lanka,25148
Kuwait,State of Palestine,12410
Kuwait,Sudan,41140
Kuwait,Syrian Arab Republic,14401
Kuwait,Thailand,2383
Kuwait,Tunisia,1256
Kuwait,Turkey,10463
Kuwait,United Arab Emirates,21472
Kuwait,United Kingdom of Great Britain and Northern Ireland,8002
Kuwait,United States of America,3669
Kuwait,Yemen,47616
Lebanon,Bahrain,132
Lebanon,Bangladesh,3619
Lebanon,China,2885
Lebanon,Egypt,99001
Lebanon,France,123
Lebanon,Germany,223
Lebanon,Hungary,183
Lebanon,India,1840
Lebanon,Indonesia,3243
Lebanon,Iraq,143391
Lebanon,Israel,489
Lebanon,Jordan,573
Lebanon,Kuwait,234
Lebanon,Libya,303
Lebanon,Morocco,186
Lebanon,Oman,198
Lebanon,Pakistan,1013
Lebanon,Philippines,1197
Lebanon,Russian Federation,186
Lebanon,Saudi Arabia,1567
Lebanon,South Sudan,86
Lebanon,Sri Lanka,3887
Lebanon,State of Palestine,530550
Lebanon,Sudan,700
Lebanon,Syrian Arab Republic,20679
Lebanon,Turkey,319
Lebanon,Ukraine,123
Lebanon,United Kingdom of Great Britain and Northern Ireland,252
Lebanon,United States of America,815
Lebanon,Yemen,741
Oman,Bahrain,393
Oman,Bangladesh,108861
Oman,Egypt,30361
Oman,France,1162
Oman,India,473206
Oman,Indonesia,25710
Oman,Iraq,4226
Oman,Jordan,7523
Oman,Kuwait,294
Oman,Netherlands,556
Oman,Pakistan,86029
Oman,Philippines,15904
Oman,Qatar,170
Oman,Saudi Arabia,736
Oman,Sri Lanka,10342
Oman,Sudan,6978
Oman,United Arab Emirates,6529
Oman,United Kingdom of Great Britain and Northern Ireland,4120
Qatar,Afghanistan,1356
Qatar,Bahrain,659
Qatar,Bangladesh,169370
Qatar,Chad,663
Qatar,Egypt,136060
Qatar,Eritrea,2401
Qatar,Ethiopia,1846
Qatar,France,1374
Qatar,India,540914
Qatar,Indonesia,48072
Qatar,Jordan,26916
Qatar,Kuwait,8395
Qatar,Lebanon,5865
Qatar,Morocco,1431
Qatar,Nepal,66011
Qatar,Netherlands,497
Qatar,Nigeria,2347
Qatar,Pakistan,145204
Qatar,Philippines,107963
Qatar,Saudi Arabia,1054
Qatar,Somalia,1609
Qatar,South Sudan,2632
Qatar,Sri Lanka,33403
Qatar,State of Palestine,7243
Qatar,Sudan,22272
Qatar,Syrian Arab Republic,8688
Qatar,Thailand,1916
Qatar,Tunisia,910
Qatar,Turkey,6249
Qatar,United Arab Emirates,12533
Qatar,United Kingdom of Great Britain and Northern Ireland,4771
Qatar,United States of America,2412
Qatar,Yemen,33584
Saudi Arabia,Afghanistan,280395
Saudi Arabia,Bangladesh,808485
Saudi Arabia,Egypt,603000
Saudi Arabia,Ethiopia,102910
Saudi Arabia,India,1579235
Saudi Arabia,Indonesia,1070951
Saudi Arabia,Iraq,5039
Saudi Arabia,Jordan,152257
Saudi Arabia,Lebanon,96479
Saudi Arabia,Myanmar,167772
Saudi Arabia,Nepal,299632
Saudi Arabia,Pakistan,938913
Saudi Arabia,Philippines,404010
Saudi Arabia,Sri Lanka,338283
Saudi Arabia,Sudan,301500
Saudi Arabia,Syrian Arab Republic,515803
Saudi Arabia,Yemen,482400
State of Palestine,Bahrain,8640
State of Palestine,Egypt,18633
State of Palestine,Israel,63515
State of Palestine,Jordan,56259
State of Palestine,Kuwait,17280
State of Palestine,Lebanon,3344
State of Palestine,Oman,9426
State of Palestine,Qatar,10211
State of Palestine,Saudi Arabia,21993
State of Palestine,Syrian Arab Republic,4719
State of Palestine,Tunisia,606
State of Palestine,United Arab Emirates,10996
State of Palestine,United States of America,7904
State of Palestine,Yemen,1482
Syrian Arab Republic,Afghanistan,1611
Syrian Arab Republic,Iraq,1012300
Syrian Arab Republic,Somalia,2762
Syrian Arab Republic,State of Palestine,254356
Syrian Arab Republic,Sudan,539
Turkey,Afghanistan,11022
Turkey,Albania,3276
Turkey,Algeria,640
Turkey,Argentina,138
Turkey,Armenia,785
Turkey,Australia,2904
Turkey,Austria,14180
Turkey,Azerbaijan,16605
Turkey,Bangladesh,325
Turkey,Belarus,296
Turkey,Belgium,8656
Turkey,Botswana,2341
Turkey,British Virgin Islands,339
Turkey,Brunei Darussalam,74
Turkey,Burkina Faso,475652
Turkey,Bonaire, Sint Eustatius and Saba,1410
Turkey,Chile,43
Turkey,China,1727
Turkey,China, Hong Kong Special Administrative Region,56
Turkey,Colombia,46
Turkey,Costa Rica,53
Turkey,Croatia,219
Turkey,Cuba,43
Turkey,Cyprus,10278
Turkey,Czech Republic,1121
Turkey,Democratic People's Republic of Korea,28
Turkey,Democratic Republic of the Congo,40
Turkey,Denmark,3328
Turkey,Egypt,766
Turkey,Estonia,111
Turkey,Ethiopia,78
Turkey,Finland,1652
Turkey,France,15802
Turkey,Georgia,6439
Turkey,Germany,270596
Turkey,Ghana,142
Turkey,Greece,58579
Turkey,Guadeloupe,46
Turkey,Guam,0
Turkey,Hungary,514
Turkey,Iceland,42
Turkey,India,514
Turkey,Indonesia,177
Turkey,Iran (Islamic Republic of),14728
Turkey,Iraq,14069
Turkey,Ireland,531
Turkey,Israel,2689
Turkey,Italy,2811
Turkey,Japan,1979
Turkey,Jordan,891
Turkey,Kazakhstan,4941
Turkey,Kenya,171
Turkey,Kuwait,282
Turkey,Kyrgyzstan,1732
Turkey,Latvia,63
Turkey,Lebanon,1120
Turkey,Libya,3037
Turkey,Lithuania,257
Turkey,Luxembourg,44
Turkey,Malaysia,261
Turkey,Malta,42
Turkey,Mexico,151
Turkey,Mongolia,188
Turkey,Morocco,469
Turkey,Myanmar,37
Turkey,Netherlands,21587
Turkey,New Zealand,286
Turkey,Nigeria,292
Turkey,Norway,3514
Turkey,Oman,24
Turkey,Pakistan,1125
Turkey,Peru,52
Turkey,Philippines,578
Turkey,Poland,3377
Turkey,Portugal,221
Turkey,Qatar,30
Turkey,Republic of Korea,505
Turkey,Republic of Moldova,2307
Turkey,Romania,20512
Turkey,Russian Federation,19647
Turkey,Saudi Arabia,4347
Turkey,Senegal,65
Turkey,Singapore,195
Turkey,Slovakia,310
Turkey,Slovenia,144
Turkey,Somalia,955
Turkey,South Africa,291
Turkey,Spain,1195
Turkey,Sri Lanka,67
Turkey,State of Palestine,793
Turkey,Sudan,353
Turkey,Swaziland,75
Turkey,Sweden,5276
Turkey,Switzerland,10256
Turkey,Syrian Arab Republic,5311
Turkey,Tajikistan,263
Turkey,Thailand,144
Turkey,The former Yugoslav Republic of Macedonia,142389
Turkey,Tunisia,505
Turkey,Turkmenistan,2012
Turkey,Ukraine,4133
Turkey,United Arab Emirates,43
Turkey,United Kingdom of Great Britain and Northern Ireland,18709
Turkey,United Republic of Tanzania,219
Turkey,United States of America,13431
Turkey,Uruguay,43
Turkey,Uzbekistan,7867
Turkey,Venezuela (Bolivarian Republic of),39
Turkey,Viet Nam,29
Turkey,Yemen,68
United Arab Emirates,Afghanistan,6878
United Arab Emirates,Bahrain,1679
United Arab Emirates,Bangladesh,919365
United Arab Emirates,Chad,4493
United Arab Emirates,Egypt,755158
United Arab Emirates,Eritrea,16231
United Arab Emirates,Ethiopia,9276
United Arab Emirates,France,15230
United Arab Emirates,India,2913802
United Arab Emirates,Indonesia,267618
United Arab Emirates,Jordan,141838
United Arab Emirates,Kuwait,56684
United Arab Emirates,Lebanon,35184
United Arab Emirates,Morocco,7508
United Arab Emirates,Nepal,23410
United Arab Emirates,Netherlands,2651
United Arab Emirates,Nigeria,13178
United Arab Emirates,Pakistan,836310
United Arab Emirates,Philippines,474063
United Arab Emirates,Qatar,2244
United Arab Emirates,Saudi Arabia,5524
United Arab Emirates,Somalia,8173
United Arab Emirates,South Sudan,13368
United Arab Emirates,Sri Lanka,101145
United Arab Emirates,State of Palestine,48946
United Arab Emirates,Sudan,111835
United Arab Emirates,Syrian Arab Republic,44418
United Arab Emirates,Thailand,10763
United Arab Emirates,Tunisia,4932
United Arab Emirates,Turkey,32055
United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,24505
United Arab Emirates,United States of America,13114
United Arab Emirates,Yemen,172602
Yemen,Egypt,10621
Yemen,Eritrea,918
Yemen,Ethiopia,4181
Yemen,Iran (Islamic Republic of),10
Yemen,Iraq,10441
Yemen,Sierra Leone,0
Yemen,Somalia,194393
Yemen,State of Palestine,3792
Yemen,Sudan,23170
Yemen,Syrian Arab Republic,2822
Yemen,Viet Nam,28
Belarus,Afghanistan,270
Belarus,Algeria,50
Belarus,Argentina,99
Belarus,Armenia,5779
Belarus,Australia,26
Belarus,Austria,56
Belarus,Azerbaijan,13611
Belarus,Belgium,35
Belarus,British Virgin Islands,89
Belarus,Burkina Faso,58
Belarus,Bonaire, Sint Eustatius and Saba,148
Belarus,Cuba,43
Belarus,Czech Republic,91
Belarus,Democratic People's Republic of Korea,57
Belarus,Denmark,190
Belarus,Estonia,3099
Belarus,Ethiopia,23
Belarus,Finland,2017
Belarus,Georgia,8583
Belarus,Germany,62
Belarus,Greece,104
Belarus,Hungary,327
Belarus,India,46
Belarus,Iran (Islamic Republic of),47
Belarus,Ireland,21
Belarus,Israel,370
Belarus,Italy,21
Belarus,Jordan,28
Belarus,Kazakhstan,70573
Belarus,Kyrgyzstan,5279
Belarus,Latvia,10019
Belarus,Lebanon,61
Belarus,Lithuania,16612
Belarus,Mongolia,161
Belarus,Norway,58
Belarus,Pakistan,45
Belarus,Poland,456
Belarus,Republic of Korea,27
Belarus,Republic of Moldova,7676
Belarus,Romania,20
Belarus,Russian Federation,688372
Belarus,Serbia,34
Belarus,Slovakia,25
Belarus,Spain,34
Belarus,Sweden,324
Belarus,Switzerland,27
Belarus,Syrian Arab Republic,79
Belarus,Tajikistan,5729
Belarus,Turkey,23
Belarus,Turkmenistan,5513
Belarus,Ukraine,227722
Belarus,United Arab Emirates,20
Belarus,United Kingdom of Great Britain and Northern Ireland,441
Belarus,United States of America,82
Belarus,Uruguay,26
Belarus,Uzbekistan,14919
Belarus,Viet Nam,351
Belarus,Yemen,30
Bulgaria,Afghanistan,286
Bulgaria,Albania,1086
Bulgaria,Algeria,369
Bulgaria,Andorra,1
Bulgaria,Angola,6
Bulgaria,Anguilla,37
Bulgaria,Antigua and Barbuda,5
Bulgaria,Argentina,113
Bulgaria,Armenia,1410
Bulgaria,Aruba,5
Bulgaria,Australia,136
Bulgaria,Austria,194
Bulgaria,Azerbaijan,2064
Bulgaria,Bahamas,4
Bulgaria,Bahrain,8
Bulgaria,Bangladesh,603
Bulgaria,Barbados,4
Bulgaria,Belarus,603
Bulgaria,Belgium,393
Bulgaria,Belize,2
Bulgaria,Benin,31
Bulgaria,Bermuda,1
Bulgaria,Bhutan,28
Bulgaria,Bolivia (Plurinational State of),21
Bulgaria,Botswana,103
Bulgaria,Brazil,27
Bulgaria,British Virgin Islands,87
Bulgaria,Brunei Darussalam,83
Bulgaria,Bulgaria,1
Bulgaria,Burundi,11
Bulgaria,Cambodia,15
Bulgaria,Cameroon,7
Bulgaria,Canada,13
Bulgaria,Cabo Verde,8
Bulgaria,Bonaire, Sint Eustatius and Saba,232
Bulgaria,Cayman Islands,2
Bulgaria,Chad,5
Bulgaria,Chile,20
Bulgaria,China,824
Bulgaria,Colombia,22
Bulgaria,Congo,9
Bulgaria,Costa Rica,5
Bulgaria,Côte d'Ivoire,5
Bulgaria,Croatia,80
Bulgaria,Cuba,247
Bulgaria,Cyprus,234
Bulgaria,Czech Republic,885
Bulgaria,Democratic People's Republic of Korea,34
Bulgaria,Democratic Republic of the Congo,14
Bulgaria,Denmark,60
Bulgaria,Djibouti,3
Bulgaria,Dominica,1
Bulgaria,Dominican Republic,20
Bulgaria,Ecuador,12
Bulgaria,Egypt,126
Bulgaria,El Salvador,7
Bulgaria,Eritrea,3
Bulgaria,Estonia,57
Bulgaria,Ethiopia,51
Bulgaria,Fiji,2
Bulgaria,Finland,53
Bulgaria,France,538
Bulgaria,Gabon,11
Bulgaria,Gambia,10
Bulgaria,Georgia,279
Bulgaria,Germany,1996
Bulgaria,Ghana,10
Bulgaria,Gibraltar,8
Bulgaria,Greece,4724
Bulgaria,Greenland,3
Bulgaria,Guatemala,6
Bulgaria,Guinea,10
Bulgaria,Guinea-Bissau,5
Bulgaria,Guyana,4
Bulgaria,Haiti,5
Bulgaria,Honduras,2
Bulgaria,Hungary,323
Bulgaria,Iceland,148
Bulgaria,India,145
Bulgaria,Indonesia,23
Bulgaria,Iran (Islamic Republic of),252
Bulgaria,Iraq,638
Bulgaria,Ireland,10
Bulgaria,Israel,323
Bulgaria,Italy,1038
Bulgaria,Jamaica,6
Bulgaria,Japan,111
Bulgaria,Jordan,156
Bulgaria,Kazakhstan,929
Bulgaria,Kenya,11
Bulgaria,Kiribati,5
Bulgaria,Kuwait,97
Bulgaria,Kyrgyzstan,82
Bulgaria,Lao People's Democratic Republic,1
